ID,Large B/P,Large ROE,Large S/P,Large Return Rate in the last quarter,Large Market Value,Small systematic Risk,Annual Return,Excess Return,Systematic Risk,Total Risk,Abs. Win Rate,Rel. Win Rate,Annual Return.1,Excess Return.1,Systematic Risk.1,Total Risk.1,Abs. Win Rate.1,Rel. Win Rate.1
1,1.0,0.0,0.0,0.0,0.0,0.0,0.019516347660467392,0.013398514956045385,1.9026078584219428,0.21861731722254843,0.6,0.4,0.4882286013856422,0.6094446486131805,0.7807556729353609,0.8,0.6799999999999999,0.33333333333333337
2,0.0,1.0,0.0,0.0,0.0,0.0,0.023828823418921896,0.0064098622311202,1.2632866697609746,0.1287395783716751,0.55,0.65,0.5052794229283648,0.5081692868376291,0.44377597972770044,0.4142203748676262,0.56,0.6666666666666667
3,0.0,0.0,1.0,0.0,0.0,0.0,0.08028157544731518,0.02654806241132844,1.8943391147485202,0.20827178741984184,0.55,0.5,0.7284843414823123,0.8,0.7763973022827022,0.7555941809383295,0.56,0.4666666666666667
4,0.0,0.0,0.0,1.0,0.0,0.0,-0.006683186034036059,0.0007283405700084736,1.4254536719692612,0.15552629963535758,0.55,0.35,0.3846399440693111,0.42583608409991813,0.5292525564809445,0.529196245642199,0.56,0.26666666666666666
5,0.0,0.0,0.0,0.0,1.0,0.0,0.02199927713141636,0.004407040348030732,1.0945787242065914,0.10672863486558505,0.65,0.7,0.4980456971059646,0.4791455938934288,0.35485173829330796,0.31974343716141274,0.8,0.7333333333333334
6,0.0,0.0,0.0,0.0,0.0,1.0,-0.05338212548667154,-0.014855804841677797,0.8599948142257284,0.08885770900956884,0.4,0.3,0.2,0.2,0.23120494632263736,0.24303657775831378,0.2,0.2
7,0.5,0.5,0.0,0.0,0.0,0.0,0.06185104428571098,0.016324045312945956,1.3921924406140072,0.1441318442352825,0.55,0.65,0.6556130454157751,0.6518396790921968,0.5117208998792322,0.4802881535047007,0.56,0.6666666666666667
8,0.5,0.0,0.5,0.0,0.0,0.0,0.06170040063822535,0.023369738783702784,1.9391183850261786,0.21823776267567913,0.6,0.5,0.6550174251517571,0.7539416411292612,0.8,0.7983708489701609,0.6799999999999999,0.4666666666666667
9,0.0,0.5,0.5,0.0,0.0,0.0,0.07823215643058723,0.019665240550698633,1.3544615742215125,0.13768116748767115,0.55,0.7,0.7203812749660581,0.700258275606416,0.49183334412962204,0.45260009982911087,0.56,0.7333333333333334
10,0.5,0.0,0.0,0.5,0.0,0.0,0.06851476948193103,0.019033725250179656,1.5249573452882428,0.1628345977212927,0.55,0.4,0.6819603214341364,0.6911067348096109,0.5816999301997701,0.5605654426424225,0.56,0.33333333333333337
11,0.0,0.5,0.0,0.5,0.0,0.0,0.047261263119936725,0.012332054248203304,1.2473755016684824,0.1317849944282829,0.65,0.65,0.5979274446289672,0.5939901399607601,0.435389364928317,0.42729212633480107,0.8,0.6666666666666667
12,0.0,0.0,0.5,0.5,0.0,0.0,0.09836924019324456,0.02635863213016546,1.5914086764269053,0.16614424658541696,0.6,0.55,0.8,0.7972548900322944,0.6167257506754653,0.5747713529651124,0.6799999999999999,0.5333333333333334
13,0.5,0.0,0.0,0.0,0.5,0.0,0.02558724814654867,0.007368640182276913,1.4207594823452026,0.1459952622882911,0.55,0.5,0.5122319457728806,0.5220633215947872,0.5267782968952627,0.4882864490464624,0.56,0.4666666666666667
14,0.0,0.5,0.0,0.0,0.5,0.0,0.0460193229800292,0.010737318614329461,1.091537185334562,0.10993077989235094,0.65,0.75,0.5930170170976837,0.5708801880696157,0.35324857410267263,0.3334879118649309,0.8,0.8
